purchase_id,purchase_date,category,product_name,amount,channel,store_name,customer_id,customer_last_name,gender,age,prefecture,register_date,total_purchases,total_spent,customer_segment,is_first_purchase,days_since_last_in_category
PR0005179,2025-08-23,PC・タブレット,ゲーミングPC,159084,店舗,名古屋栄店,C02027,後藤,男,22,広島県,2025-03-01,2,188869,Regular,False,
PR0005180,2025-05-28,ゲーム・玩具,ゲームソフト,29785,店舗,渋谷店,C02027,後藤,男,22,広島県,2025-03-01,2,188869,Regular,True,
PR0005183,2025-02-11,PC・タブレット,タブレット 10型,60092,EC,,C02029,山崎,女,47,広島県,2024-07-15,4,231252,Loyal,False,
PR0005181,2025-12-10,オーディオ,ワイヤレスイヤホン,149285,店舗,福岡天神店,C02029,山崎,女,47,広島県,2024-07-15,4,231252,Loyal,False,
PR0005184,2024-09-24,ゲーム・玩具,VR ゴーグル,11780,EC,,C02029,山崎,女,47,広島県,2024-07-15,4,231252,Loyal,True,
PR0005182,2025-05-29,美容家電・小物,マッサージガン,10095,EC,,C02029,山崎,女,47,広島県,2024-07-15,4,231252,Loyal,False,
PR0005185,2024-10-29,ゲーム・玩具,据置型ゲーム機,27217,EC,,C02030,橋本,男,68,埼玉県,2022-05-22,1,27217,Light,True,
PR0005188,2023-09-18,エアコン,エアコン 18畳用,277874,EC,,C02031,山崎,男,54,京都府,2022-03-16,6,1255576,VIP,True,
PR0005191,2024-07-02,カメラ・ビデオ,コンパクトデジカメ,79467,EC,,C02031,山崎,男,54,京都府,2022-03-16,6,1255576,VIP,False,
PR0005190,2025-02-27,スマートフォン,ミドルレンジ機種,198664,EC,,C02031,山崎,男,54,京都府,2022-03-16,6,1255576,VIP,False,
PR0005187,2024-11-30,テレビ,スマートテレビ 43型,443693,店舗,大阪梅田店,C02031,山崎,男,54,京都府,2022-03-16,6,1255576,VIP,False,
PR0005186,2024-03-21,洗濯機,縦型洗濯機,197787,店舗,横浜駅前店,C02031,山崎,男,54,京都府,2022-03-16,6,1255576,VIP,False,
PR0005189,2025-05-25,美容家電・小物,マッサージガン,58091,店舗,新宿店,C02031,山崎,男,54,京都府,2022-03-16,6,1255576,VIP,False,
PR0005192,2022-01-14,洗濯機,乾燥機能付き 10kg,209197,EC,,C02032,山下,女,38,福岡県,2021-11-10,1,209197,Inactive,True,
PR0005195,2024-09-01,カメラ・ビデオ,ビデオカメラ,227073,店舗,秋葉原店,C02033,林,男,29,京都府,2024-01-04,3,484768,Loyal,False,
PR0005193,2024-03-19,ゲーム・玩具,ゲームソフト,62430,店舗,池袋店,C02033,林,男,29,京都府,2024-01-04,3,484768,Loyal,False,
PR0005194,2024-03-16,スマートフォン,スタンダード 128GB,195265,店舗,福岡天神店,C02033,林,男,29,京都府,2024-01-04,3,484768,Loyal,True,
PR0005196,2024-04-08,PC・タブレット,2-in-1 PC,244840,EC,,C02034,阿部,女,61,千葉県,2023-06-21,2,544032,Regular,True,
PR0005197,2024-07-25,エアコン,エアコン 14畳用,299192,EC,,C02034,阿部,女,61,千葉県,2023-06-21,2,544032,Regular,False,
PR0005198,2025-02-19,エアコン,業務用エアコン,160207,EC,,C02035,加藤,女,55,京都府,2024-12-06,2,566953,Regular,True,
PR0005199,2025-09-21,冷蔵庫,フレンチドア 700L,406746,EC,,C02035,加藤,女,55,京都府,2024-12-06,2,566953,Regular,False,
PR0005200,2025-09-18,テレビ,プロジェクター,263911,店舗,渋谷店,C02036,清水,男,55,東京都,2025-03-18,1,263911,Light,True,
PR0005202,2026-01-10,PC・タブレット,タブレット 10型,200931,EC,,C02037,林,女,64,東京都,2025-04-23,2,258228,Regular,False,
PR0005201,2025-12-20,美容家電・小物,電気シェーバー,57297,EC,,C02037,林,女,64,東京都,2025-04-23,2,258228,Regular,True,
PR0005203,2024-12-30,PC・タブレット,ゲーミングPC,65597,EC,,C02038,森,女,36,福岡県,2021-10-08,1,65597,Light,True,
PR0005204,2024-07-29,スマートフォン,スタンダード 128GB,156315,EC,,C02039,高橋,男,49,東京都,2021-06-29,2,400835,Regular,False,
PR0005205,2022-03-01,テレビ,4K テレビ 65型,244520,EC,,C02039,高橋,男,49,東京都,2021-06-29,2,400835,Regular,True,
PR0005210,2022-12-03,PC・タブレット,ゲーミングPC,112758,店舗,天王寺店,C02040,山下,男,51,京都府,2021-05-10,5,455743,Loyal,False,
PR0005206,2022-02-13,ゲーム・玩具,ゲームソフト,48423,EC,,C02040,山下,男,51,京都府,2021-05-10,5,455743,Loyal,True,
PR0005207,2023-09-15,スマートフォン,スタンダード 128GB,105000,EC,,C02040,山下,男,51,京都府,2021-05-10,5,455743,Loyal,False,
PR0005208,2025-09-01,スマートフォン,ミドルレンジ機種,70992,EC,,C02040,山下,男,51,京都府,2021-05-10,5,455743,Loyal,False,717
PR0005209,2023-10-03,テレビ,有機EL 75型,118570,EC,,C02040,山下,男,51,京都府,2021-05-10,5,455743,Loyal,False,
PR0005212,2023-02-18,スマートフォン,ハイエンド 1TB,145379,店舗,福岡天神店,C02041,吉田,男,28,北海道,2022-04-06,2,241931,Inactive,True,
PR0005211,2023-11-03,テレビ,スマートテレビ 43型,96552,EC,,C02041,吉田,男,28,北海道,2022-04-06,2,241931,Inactive,False,
PR0005213,2024-04-11,オーディオ,ワイヤレスイヤホン,57418,店舗,大阪梅田店,C02042,渡辺,男,50,千葉県,2024-03-23,3,391623,Loyal,True,
PR0005215,2026-03-16,洗濯機,縦型洗濯機,291507,店舗,横浜駅前店,C02042,渡辺,男,50,千葉県,2024-03-23,3,391623,Loyal,False,
PR0005214,2024-09-06,美容家電・小物,ヘアアイロン,42698,店舗,池袋店,C02042,渡辺,男,50,千葉県,2024-03-23,3,391623,Loyal,False,
PR0005216,2024-10-16,テレビ,4K テレビ 65型,303708,店舗,渋谷店,C02043,清水,女,48,広島県,2024-08-14,1,303708,Light,True,
PR0005217,2026-02-09,美容家電・小物,ヘアアイロン,68400,EC,,C02044,吉田,女,56,京都府,2025-12-11,1,68400,Light,True,
PR0005219,2026-02-11,カメラ・ビデオ,ビデオカメラ,171554,EC,,C02045,渡辺,男,42,兵庫県,2026-01-08,2,336940,Regular,False,
PR0005218,2026-01-13,スマートフォン,スタンダード 128GB,165386,EC,,C02045,渡辺,男,42,兵庫県,2026-01-08,2,336940,Regular,True,
PR0005221,2025-04-26,ゲーム・玩具,携帯ゲーム機,66307,EC,,C02046,岡田,男,50,広島県,2025-02-05,5,967689,VIP,False,
PR0005223,2025-04-08,テレビ,プロジェクター,357122,EC,,C02046,岡田,男,50,広島県,2025-02-05,5,967689,VIP,True,
PR0005220,2026-03-27,冷蔵庫,冷蔵庫 600L 大型,396426,店舗,天王寺店,C02046,岡田,男,50,広島県,2025-02-05,5,967689,VIP,False,
PR0005222,2026-01-17,洗濯機,コンパクト洗濯機,107359,EC,,C02046,岡田,男,50,広島県,2025-02-05,5,967689,VIP,False,
PR0005224,2025-10-19,美容家電・小物,ドライヤー,40475,店舗,池袋店,C02046,岡田,男,50,広島県,2025-02-05,5,967689,VIP,False,
PR0005227,2025-06-12,PC・タブレット,ノートPC 15型,208180,店舗,福岡天神店,C02047,中島,女,64,東京都,2024-08-14,4,736842,Loyal,False,
PR0005228,2025-03-02,エアコン,エアコン 10畳用,318572,EC,,C02047,中島,女,64,東京都,2024-08-14,4,736842,Loyal,True,
PR0005225,2026-01-16,オーディオ,ターンテーブル,143774,店舗,横浜駅前店,C02047,中島,女,64,東京都,2024-08-14,4,736842,Loyal,False,
PR0005226,2025-09-11,美容家電・小物,ドライヤー,66316,店舗,天王寺店,C02047,中島,女,64,東京都,2024-08-14,4,736842,Loyal,False,
PR0005229,2025-08-11,PC・タブレット,タブレット 10型,193439,店舗,札幌駅前店,C02048,小林,女,38,兵庫県,2024-02-01,2,235501,Regular,False,
PR0005230,2024-11-12,美容家電・小物,電動歯ブラシ,42062,店舗,新宿店,C02048,小林,女,38,兵庫県,2024-02-01,2,235501,Regular,True,
PR0005232,2023-01-27,カメラ・ビデオ,ミラーレス一眼,265496,EC,,C02049,伊藤,女,60,宮城県,2021-11-29,2,434210,Inactive,True,
PR0005231,2024-02-17,テレビ,有機EL 75型,168714,店舗,天王寺店,C02049,伊藤,女,60,宮城県,2021-11-29,2,434210,Inactive,False,
PR0005233,2025-03-24,PC・タブレット,ノートPC 13型,97336,店舗,大阪梅田店,C02050,松本,男,42,北海道,2022-02-01,1,97336,Light,True,
PR0005235,2026-02-17,ゲーム・玩具,ゲームソフト,65270,EC,,C02051,山崎,女,24,神奈川県,2025-12-23,2,367074,Regular,False,
PR0005234,2025-12-27,洗濯機,コンパクト洗濯機,301804,EC,,C02051,山崎,女,24,神奈川県,2025-12-23,2,367074,Regular,True,
PR0005237,2025-08-02,PC・タブレット,ワークステーション,157188,EC,,C02052,村上,女,24,千葉県,2025-08-01,6,804322,VIP,True,
PR0005239,2025-10-19,オーディオ,ワイヤレスイヤホン,16870,EC,,C02052,村上,女,24,千葉県,2025-08-01,6,804322,VIP,False,
PR0005238,2025-11-30,スマートフォン,最新スマホ 256GB,84550,EC,,C02052,村上,女,24,千葉県,2025-08-01,6,804322,VIP,False,
PR0005241,2026-03-18,テレビ,有機EL 55型,202468,EC,,C02052,村上,女,24,千葉県,2025-08-01,6,804322,VIP,False,
PR0005240,2025-11-04,洗濯機,全自動 8kg,318000,EC,,C02052,村上,女,24,千葉県,2025-08-01,6,804322,VIP,False,
PR0005236,2025-11-20,美容家電・小物,ドライヤー,25246,EC,,C02052,村上,女,24,千葉県,2025-08-01,6,804322,VIP,False,
PR0005244,2025-12-19,オーディオ,Bluetoothスピーカー,98582,店舗,池袋店,C02053,藤田,女,52,北海道,2024-07-12,3,348612,Loyal,False,
PR0005242,2025-12-11,テレビ,有機EL 75型,51231,店舗,札幌駅前店,C02053,藤田,女,52,北海道,2024-07-12,3,348612,Loyal,True,
PR0005243,2026-03-22,洗濯機,乾燥機能付き 10kg,198799,店舗,秋葉原店,C02053,藤田,女,52,北海道,2024-07-12,3,348612,Loyal,False,
PR0005245,2025-08-29,PC・タブレット,2-in-1 PC,325432,店舗,札幌駅前店,C02054,阿部,女,46,神奈川県,2025-08-03,3,664715,Loyal,False,
PR0005247,2025-08-19,カメラ・ビデオ,ミラーレス一眼,290926,店舗,大阪梅田店,C02054,阿部,女,46,神奈川県,2025-08-03,3,664715,Loyal,True,
PR0005246,2026-03-19,美容家電・小物,電動歯ブラシ,48357,店舗,池袋店,C02054,阿部,女,46,神奈川県,2025-08-03,3,664715,Loyal,False,
PR0005249,2025-05-15,オーディオ,ワイヤレスイヤホン,193438,店舗,天王寺店,C02055,山下,男,45,福岡県,2022-10-20,3,274343,Loyal,True,
PR0005248,2025-11-13,ゲーム・玩具,携帯ゲーム機,37413,店舗,大阪梅田店,C02055,山下,男,45,福岡県,2022-10-20,3,274343,Loyal,False,
PR0005250,2025-11-08,美容家電・小物,電気シェーバー,43492,店舗,横浜駅前店,C02055,山下,男,45,福岡県,2022-10-20,3,274343,Loyal,False,
PR0005253,2024-05-20,PC・タブレット,2-in-1 PC,196237,店舗,渋谷店,C02056,加藤,男,35,兵庫県,2022-10-06,3,512845,Loyal,True,
PR0005251,2025-06-19,スマートフォン,コンパクトモデル,172446,店舗,秋葉原店,C02056,加藤,男,35,兵庫県,2022-10-06,3,512845,Loyal,False,
PR0005252,2024-11-29,テレビ,プロジェクター,144162,店舗,大阪梅田店,C02056,加藤,男,35,兵庫県,2022-10-06,3,512845,Loyal,False,
PR0005256,2024-09-08,PC・タブレット,ノートPC 13型,193284,EC,,C02057,山崎,男,48,北海道,2023-03-17,3,888528,Loyal,True,
PR0005254,2025-12-18,カメラ・ビデオ,ミラーレス一眼,269646,EC,,C02057,山崎,男,48,北海道,2023-03-17,3,888528,Loyal,False,
PR0005255,2025-09-26,テレビ,有機EL 75型,425598,EC,,C02057,山崎,男,48,北海道,2023-03-17,3,888528,Loyal,False,
PR0005257,2025-04-27,スマートフォン,Pro モデル 512GB,105275,店舗,福岡天神店,C02058,斎藤,男,37,京都府,2025-04-03,2,489120,Regular,True,
PR0005258,2025-12-11,冷蔵庫,コンパクト冷蔵庫,383845,店舗,秋葉原店,C02058,斎藤,男,37,京都府,2025-04-03,2,489120,Regular,False,
PR0005260,2024-05-15,テレビ,4K テレビ 50型,413139,EC,,C02059,木村,男,41,京都府,2022-08-07,2,855817,Regular,True,
PR0005259,2026-01-21,冷蔵庫,冷蔵庫 400L,442678,EC,,C02059,木村,男,41,京都府,2022-08-07,2,855817,Regular,False,
PR0005261,2025-05-30,美容家電・小物,電動歯ブラシ,22514,EC,,C02061,加藤,女,66,北海道,2025-03-20,1,22514,Light,True,
PR0005263,2025-10-31,PC・タブレット,2-in-1 PC,65941,店舗,池袋店,C02062,林,男,67,神奈川県,2024-08-02,2,396952,Regular,False,
PR0005262,2025-05-18,テレビ,4K テレビ 65型,331011,店舗,秋葉原店,C02062,林,男,67,神奈川県,2024-08-02,2,396952,Regular,True,
PR0005265,2025-01-03,PC・タブレット,2-in-1 PC,200138,店舗,札幌駅前店,C02063,小林,男,51,神奈川県,2021-04-02,2,672681,Regular,False,
PR0005264,2024-05-28,テレビ,有機EL 55型,472543,店舗,名古屋栄店,C02063,小林,男,51,神奈川県,2021-04-02,2,672681,Regular,True,
PR0005267,2024-03-23,PC・タブレット,ノートPC 15型,218057,EC,,C02064,小川,女,49,神奈川県,2021-11-25,2,390348,Inactive,False,
PR0005266,2022-04-27,オーディオ,ワイヤレスイヤホン,172291,店舗,横浜駅前店,C02064,小川,女,49,神奈川県,2021-11-25,2,390348,Inactive,True,
PR0005268,2025-10-04,洗濯機,全自動 8kg,104165,店舗,大阪梅田店,C02065,加藤,女,43,千葉県,2023-05-08,2,109273,Regular,False,
PR0005269,2023-10-24,美容家電・小物,電気シェーバー,5108,店舗,福岡天神店,C02065,加藤,女,43,千葉県,2023-05-08,2,109273,Regular,True,
PR0005270,2022-09-05,スマートフォン,ミドルレンジ機種,85507,店舗,秋葉原店,C02066,長谷川,男,51,宮城県,2021-04-26,1,85507,Inactive,True,
PR0005271,2026-02-14,冷蔵庫,冷蔵庫 600L 大型,234978,EC,,C02067,岡田,女,58,宮城県,2025-11-25,1,234978,Light,True,
PR0005273,2023-08-09,PC・タブレット,ゲーミングPC,321134,EC,,C02068,田中,男,45,京都府,2022-08-27,2,628307,Inactive,True,
PR0005272,2023-12-10,テレビ,4K テレビ 50型,307173,EC,,C02068,田中,男,45,京都府,2022-08-27,2,628307,Inactive,False,
PR0005274,2025-03-15,PC・タブレット,2-in-1 PC,197978,店舗,札幌駅前店,C02069,前田,男,48,北海道,2024-05-01,2,497269,Regular,False,
PR0005275,2024-12-10,テレビ,プロジェクター,299291,EC,,C02069,前田,男,48,北海道,2024-05-01,2,497269,Regular,True,
PR0005276,2025-02-04,PC・タブレット,ノートPC 15型,69561,店舗,名古屋栄店,C02070,後藤,男,41,京都府,2024-07-21,2,243097,Regular,False,
PR0005277,2025-01-18,スマートフォン,最新スマホ 256GB,173536,店舗,大阪梅田店,C02070,後藤,男,41,京都府,2024-07-21,2,243097,Regular,True,
PR0005278,2024-09-01,カメラ・ビデオ,ドローン,222232,店舗,札幌駅前店,C02071,木村,男,51,東京都,2024-08-23,2,515853,Regular,True,
PR0005279,2024-12-29,テレビ,有機EL 55型,293621,店舗,福岡天神店,C02071,木村,男,51,東京都,2024-08-23,2,515853,Regular,False,
PR0005281,2022-12-09,テレビ,スマートテレビ 43型,287740,店舗,新宿店,C02072,後藤,女,50,広島県,2022-06-06,3,728932,Loyal,False,
PR0005282,2022-11-05,冷蔵庫,冷蔵庫 600L 大型,381031,店舗,池袋店,C02072,後藤,女,50,広島県,2022-06-06,3,728932,Loyal,True,
PR0005280,2025-04-11,美容家電・小物,電動歯ブラシ,60161,店舗,天王寺店,C02072,後藤,女,50,広島県,2022-06-06,3,728932,Loyal,False,
PR0005283,2025-03-08,PC・タブレット,タブレット 10型,288869,店舗,大阪梅田店,C02073,石川,男,63,東京都,2023-10-02,2,725174,Regular,False,
PR0005284,2023-11-06,冷蔵庫,冷蔵庫 500L,436305,EC,,C02073,石川,男,63,東京都,2023-10-02,2,725174,Regular,True,
PR0005285,2021-11-26,洗濯機,全自動 8kg,198031,店舗,池袋店,C02074,清水,女,50,広島県,2021-07-15,1,198031,Inactive,True,
PR0005286,2023-03-11,冷蔵庫,冷蔵庫 400L,411268,EC,,C02075,小川,男,63,千葉県,2022-11-19,1,411268,Inactive,True,
PR0005287,2023-10-08,スマートフォン,スタンダード 128GB,59691,店舗,大阪梅田店,C02076,鈴木,女,22,北海道,2022-12-21,3,107798,Regular,True,
PR0005288,2025-12-13,スマートフォン,ミドルレンジ機種,39749,店舗,名古屋栄店,C02076,鈴木,女,22,北海道,2022-12-21,3,107798,Regular,False,797
PR0005289,2024-04-18,美容家電・小物,電気シェーバー,8358,店舗,天王寺店,C02076,鈴木,女,22,北海道,2022-12-21,3,107798,Regular,False,
PR0005291,2022-12-01,スマートフォン,スタンダード 128GB,156931,EC,,C02077,村上,男,34,兵庫県,2022-07-09,3,477371,Loyal,True,
PR0005292,2025-11-09,スマートフォン,最新スマホ 256GB,153511,店舗,名古屋栄店,C02077,村上,男,34,兵庫県,2022-07-09,3,477371,Loyal,False,1074
PR0005290,2026-03-20,洗濯機,コンパクト洗濯機,166929,EC,,C02077,村上,男,34,兵庫県,2022-07-09,3,477371,Loyal,False,
PR0005293,2023-12-01,テレビ,スマートテレビ 43型,54997,店舗,大阪梅田店,C02078,坂本,女,36,埼玉県,2023-04-17,1,54997,Inactive,True,
PR0005297,2023-07-18,PC・タブレット,ノートPC 13型,241251,店舗,名古屋栄店,C02079,田中,男,22,神奈川県,2023-06-18,5,973079,VIP,True,
PR0005295,2025-01-29,エアコン,エアコン 18畳用,170387,店舗,福岡天神店,C02079,田中,男,22,神奈川県,2023-06-18,5,973079,VIP,False,
PR0005296,2024-02-28,ゲーム・玩具,据置型ゲーム機,41976,店舗,秋葉原店,C02079,田中,男,22,神奈川県,2023-06-18,5,973079,VIP,False,
PR0005298,2024-09-15,テレビ,有機EL 55型,481477,店舗,名古屋栄店,C02079,田中,男,22,神奈川県,2023-06-18,5,973079,VIP,False,
PR0005294,2023-09-06,美容家電・小物,マッサージガン,37988,店舗,大阪梅田店,C02079,田中,男,22,神奈川県,2023-06-18,5,973079,VIP,False,
PR0005300,2024-09-28,カメラ・ビデオ,交換レンズ,212840,EC,,C02080,青木,男,56,東京都,2024-05-08,2,249741,Regular,True,
PR0005299,2024-12-30,美容家電・小物,ドライヤー,36901,EC,,C02080,青木,男,56,東京都,2024-05-08,2,249741,Regular,False,
PR0005301,2026-01-30,ゲーム・玩具,VR ゴーグル,79875,EC,,C02081,石川,男,23,埼玉県,2025-05-27,2,121889,Regular,False,
PR0005302,2025-11-26,スマートフォン,スタンダード 128GB,42014,EC,,C02081,石川,男,23,埼玉県,2025-05-27,2,121889,Regular,True,
PR0005303,2025-12-28,PC・タブレット,ノートPC 15型,110422,EC,,C02082,中島,女,32,愛知県,2025-03-02,2,148053,Regular,True,
PR0005304,2026-03-19,スマートフォン,ミドルレンジ機種,37631,EC,,C02082,中島,女,32,愛知県,2025-03-02,2,148053,Regular,False,
PR0005305,2025-11-22,エアコン,業務用エアコン,130071,EC,,C02083,高橋,男,45,北海道,2025-09-04,5,687393,VIP,True,
PR0005308,2025-12-28,オーディオ,サウンドバー,197804,EC,,C02083,高橋,男,45,北海道,2025-09-04,5,687393,VIP,False,
PR0005306,2025-12-02,ゲーム・玩具,コントローラ,32041,EC,,C02083,高橋,男,45,北海道,2025-09-04,5,687393,VIP,False,
PR0005307,2026-03-01,テレビ,4K テレビ 65型,288065,EC,,C02083,高橋,男,45,北海道,2025-09-04,5,687393,VIP,False,
PR0005309,2025-12-31,美容家電・小物,電動歯ブラシ,39412,EC,,C02083,高橋,男,45,北海道,2025-09-04,5,687393,VIP,False,
PR0005313,2024-10-11,エアコン,業務用エアコン,288813,EC,,C02084,坂本,女,31,千葉県,2022-11-26,4,611130,Loyal,False,
PR0005311,2023-03-03,スマートフォン,最新スマホ 256GB,130994,店舗,天王寺店,C02084,坂本,女,31,千葉県,2022-11-26,4,611130,Loyal,True,
PR0005312,2025-09-06,スマートフォン,スタンダード 128GB,152178,店舗,横浜駅前店,C02084,坂本,女,31,千葉県,2022-11-26,4,611130,Loyal,False,918
PR0005310,2025-12-08,美容家電・小物,美顔器,39145,店舗,札幌駅前店,C02084,坂本,女,31,千葉県,2022-11-26,4,611130,Loyal,False,
PR0005315,2021-08-27,テレビ,スマートテレビ 43型,490909,店舗,横浜駅前店,C02085,山下,男,53,大阪府,2021-05-18,2,513773,Regular,True,
PR0005314,2024-11-05,美容家電・小物,電動歯ブラシ,22864,店舗,大阪梅田店,C02085,山下,男,53,大阪府,2021-05-18,2,513773,Regular,False,
PR0005316,2022-03-11,エアコン,エアコン 10畳用,248530,EC,,C02086,前田,女,43,宮城県,2022-02-08,2,391594,Inactive,True,
PR0005317,2023-01-10,洗濯機,全自動 8kg,143064,店舗,秋葉原店,C02086,前田,女,43,宮城県,2022-02-08,2,391594,Inactive,False,
PR0005321,2025-01-24,オーディオ,Bluetoothスピーカー,109056,EC,,C02087,山口,男,36,大阪府,2024-01-10,5,619669,VIP,False,
PR0005318,2025-12-14,ゲーム・玩具,VR ゴーグル,47563,店舗,名古屋栄店,C02087,山口,男,36,大阪府,2024-01-10,5,619669,VIP,False,
PR0005319,2026-02-27,スマートフォン,ハイエンド 1TB,109446,EC,,C02087,山口,男,36,大阪府,2024-01-10,5,619669,VIP,False,
PR0005320,2024-03-14,冷蔵庫,コンパクト冷蔵庫,314168,EC,,C02087,山口,男,36,大阪府,2024-01-10,5,619669,VIP,True,
PR0005322,2025-11-01,美容家電・小物,ヘアアイロン,39436,店舗,池袋店,C02087,山口,男,36,大阪府,2024-01-10,5,619669,VIP,False,
PR0005323,2025-11-20,スマートフォン,コンパクトモデル,96027,店舗,秋葉原店,C02088,小川,女,35,東京都,2022-02-05,3,470381,Loyal,False,
PR0005324,2025-08-27,冷蔵庫,フレンチドア 700L,274503,店舗,秋葉原店,C02088,小川,女,35,東京都,2022-02-05,3,470381,Loyal,False,
PR0005325,2024-10-22,洗濯機,全自動 8kg,99851,店舗,池袋店,C02088,小川,女,35,東京都,2022-02-05,3,470381,Loyal,True,
PR0005326,2022-04-23,エアコン,エアコン 6畳用,286743,店舗,名古屋栄店,C02089,森,男,37,北海道,2021-04-13,2,438580,Regular,True,
PR0005327,2025-01-10,スマートフォン,コンパクトモデル,151837,店舗,名古屋栄店,C02089,森,男,37,北海道,2021-04-13,2,438580,Regular,False,
PR0005329,2025-11-25,スマートフォン,スタンダード 128GB,112903,EC,,C02090,橋本,女,72,京都府,2025-05-12,2,328076,Regular,False,
PR0005328,2025-07-24,冷蔵庫,フレンチドア 700L,215173,EC,,C02090,橋本,女,72,京都府,2025-05-12,2,328076,Regular,True,
PR0005331,2026-02-22,オーディオ,ホームオーディオ,23578,店舗,札幌駅前店,C02091,小林,女,51,広島県,2022-08-28,4,384298,Loyal,False,
PR0005332,2023-08-17,スマートフォン,コンパクトモデル,144855,店舗,横浜駅前店,C02091,小林,女,51,広島県,2022-08-28,4,384298,Loyal,True,
PR0005333,2025-10-20,スマートフォン,コンパクトモデル,138124,店舗,天王寺店,C02091,小林,女,51,広島県,2022-08-28,4,384298,Loyal,False,795
PR0005330,2025-05-05,美容家電・小物,ヘアアイロン,77741,EC,,C02091,小林,女,51,広島県,2022-08-28,4,384298,Loyal,False,
PR0005338,2024-04-09,PC・タブレット,タブレット 10型,279898,店舗,秋葉原店,C02092,中村,男,34,千葉県,2023-05-19,8,1473036,VIP,False,
PR0005339,2024-05-16,エアコン,エアコン 6畳用,179937,店舗,天王寺店,C02092,中村,男,34,千葉県,2023-05-19,8,1473036,VIP,False,
PR0005337,2023-10-16,カメラ・ビデオ,ドローン,260870,店舗,札幌駅前店,C02092,中村,男,34,千葉県,2023-05-19,8,1473036,VIP,True,
PR0005335,2026-03-01,ゲーム・玩具,コントローラ,14642,店舗,大阪梅田店,C02092,中村,男,34,千葉県,2023-05-19,8,1473036,VIP,False,
PR0005341,2025-12-08,スマートフォン,ハイエンド 1TB,43293,店舗,大阪梅田店,C02092,中村,男,34,千葉県,2023-05-19,8,1473036,VIP,False,
PR0005340,2025-07-19,テレビ,4K テレビ 50型,287607,店舗,横浜駅前店,C02092,中村,男,34,千葉県,2023-05-19,8,1473036,VIP,False,
PR0005336,2026-03-09,冷蔵庫,フレンチドア 700L,343815,店舗,秋葉原店,C02092,中村,男,34,千葉県,2023-05-19,8,1473036,VIP,False,
PR0005334,2024-04-19,美容家電・小物,マッサージガン,62974,店舗,渋谷店,C02092,中村,男,34,千葉県,2023-05-19,8,1473036,VIP,False,
PR0005342,2022-08-23,PC・タブレット,ワークステーション,202441,店舗,福岡天神店,C02093,石井,女,41,福岡県,2022-04-16,4,719054,Loyal,True,
PR0005344,2025-03-16,エアコン,エアコン 18畳用,367445,店舗,新宿店,C02093,石井,女,41,福岡県,2022-04-16,4,719054,Loyal,False,
PR0005345,2024-11-08,オーディオ,サウンドバー,94625,EC,,C02093,石井,女,41,福岡県,2022-04-16,4,719054,Loyal,False,
PR0005343,2024-03-12,美容家電・小物,ヘアアイロン,54543,店舗,大阪梅田店,C02093,石井,女,41,福岡県,2022-04-16,4,719054,Loyal,False,
PR0005346,2024-09-10,スマートフォン,ミドルレンジ機種,137661,店舗,池袋店,C02094,長谷川,男,46,宮城県,2024-05-27,2,476601,Regular,True,
PR0005347,2026-03-23,テレビ,有機EL 75型,338940,店舗,大阪梅田店,C02094,長谷川,男,46,宮城県,2024-05-27,2,476601,Regular,False,
PR0005348,2026-02-19,PC・タブレット,ノートPC 15型,106823,店舗,天王寺店,C02096,山本,女,61,宮城県,2025-01-12,3,216787,Loyal,False,
PR0005350,2025-04-15,スマートフォン,Pro モデル 512GB,57853,店舗,札幌駅前店,C02096,山本,女,61,宮城県,2025-01-12,3,216787,Loyal,True,
PR0005349,2025-09-06,美容家電・小物,ドライヤー,52111,EC,,C02096,山本,女,61,宮城県,2025-01-12,3,216787,Loyal,False,
PR0005353,2025-06-16,PC・タブレット,ワークステーション,63736,EC,,C02097,中島,女,37,埼玉県,2023-04-28,8,1332633,VIP,False,
PR0005354,2024-06-22,オーディオ,サウンドバー,199344,店舗,新宿店,C02097,中島,女,37,埼玉県,2023-04-28,8,1332633,VIP,False,
PR0005351,2023-08-04,ゲーム・玩具,携帯ゲーム機,74804,店舗,名古屋栄店,C02097,中島,女,37,埼玉県,2023-04-28,8,1332633,VIP,False,
PR0005356,2024-09-21,スマートフォン,ハイエンド 1TB,84847,EC,,C02097,中島,女,37,埼玉県,2023-04-28,8,1332633,VIP,False,
PR0005355,2023-05-24,テレビ,プロジェクター,194557,EC,,C02097,中島,女,37,埼玉県,2023-04-28,8,1332633,VIP,True,
PR0005352,2023-08-11,冷蔵庫,コンパクト冷蔵庫,496276,EC,,C02097,中島,女,37,埼玉県,2023-04-28,8,1332633,VIP,False,
PR0005358,2024-08-15,洗濯機,乾燥機能付き 10kg,156903,店舗,大阪梅田店,C02097,中島,女,37,埼玉県,2023-04-28,8,1332633,VIP,False,
PR0005357,2024-07-19,美容家電・小物,美顔器,62166,店舗,渋谷店,C02097,中島,女,37,埼玉県,2023-04-28,8,1332633,VIP,False,
PR0005360,2025-12-12,テレビ,有機EL 55型,56386,店舗,札幌駅前店,C02098,山田,女,50,愛知県,2024-04-13,2,117946,Regular,False,
PR0005359,2024-10-01,美容家電・小物,ドライヤー,61560,店舗,大阪梅田店,C02098,山田,女,50,愛知県,2024-04-13,2,117946,Regular,True,
