order_line_id,order_id,order_datetime,quantity,unit_price,line_total,channel,device,product_id,product_name,major_category,minor_category,customer_id,customer_last_name,gender,age,prefecture,register_date,churn_date,acquisition_channel,total_orders,total_spent,first_month_orders,loyalty_tier
OL0016581,ORD009931,2025-11-12 19:43:00,1,2800,2800,Referral,Mobile,P0196,チーク,コスメ・ビューティ,メイク,C000818,山田,女,41.0,東京都,2025-08-11,,Paid Search,23.0,163981.0,1.0,VIP
OL0016582,ORD009932,2025-05-31 18:17:00,1,2800,2800,Referral,Mobile,P0178,乳液,コスメ・ビューティ,スキンケア,,,,,,,,,,,,
OL0016583,ORD009933,2025-10-21 15:15:00,1,3800,3800,Organic Search,Mobile,P0042,ベルト,ファッション,小物,,,,,,,,,,,,
OL0016584,ORD009933,2025-10-21 15:15:00,1,9800,9800,Organic Search,Mobile,P0033,ランニングシューズ,ファッション,シューズ,,,,,,,,,,,,
OL0016585,ORD009933,2025-10-21 15:15:00,1,8800,7040,Organic Search,Mobile,P0069,扇風機,家電,生活家電,,,,,,,,,,,,
OL0016586,ORD009933,2025-10-21 15:15:00,2,4800,9600,Organic Search,Mobile,P0191,アイシャドウパレット,コスメ・ビューティ,メイク,,,,,,,,,,,,
OL0016587,ORD009934,2025-11-28 22:29:00,1,880,880,Email,PC,P0114,グラノーラ,食品,朝食,C001193,田中,女,31.0,東京都,2025-02-03,,Email,36.0,328132.0,6.0,VIP
OL0016588,ORD009934,2025-11-28 22:29:00,1,780,663,Email,PC,P0100,サバ缶3個,食品,缶詰,C001193,田中,女,31.0,東京都,2025-02-03,,Email,36.0,328132.0,6.0,VIP
OL0016589,ORD009934,2025-11-28 22:29:00,1,1800,1620,Email,PC,P0192,アイライナー,コスメ・ビューティ,メイク,C001193,田中,女,31.0,東京都,2025-02-03,,Email,36.0,328132.0,6.0,VIP
OL0016590,ORD009935,2026-01-15 15:52:00,1,12800,12800,Direct,Mobile,P0052,ワイヤレスイヤホン,家電,AV家電,C000357,阿部,女,29.0,東京都,2025-01-21,,Organic Search,8.0,72322.0,0.0,Frequent
OL0016591,ORD009936,2024-09-08 22:26:00,1,5800,4060,SNS Ad,Mobile,P0005,リネンシャツ,ファッション,トップス,C000031,中村,男,26.0,東京都,2024-08-05,,Organic Search,46.0,721267.0,1.0,VIP
OL0016592,ORD009937,2025-08-22 20:44:00,1,4200,4200,Email,Mobile,P0043,マフラー,ファッション,小物,C001731,斎藤,女,32.0,愛知県,2025-08-02,,Organic Search,14.0,157390.0,4.0,Loyal
OL0016593,ORD009937,2025-08-22 20:44:00,1,1280,1280,Email,Mobile,P0139,出汁パック,食品,調味料,C001731,斎藤,女,32.0,愛知県,2025-08-02,,Organic Search,14.0,157390.0,4.0,Loyal
OL0016594,ORD009937,2025-08-22 20:44:00,1,6800,6120,Email,Mobile,P0038,トートバッグ,ファッション,バッグ,C001731,斎藤,女,32.0,愛知県,2025-08-02,,Organic Search,14.0,157390.0,4.0,Loyal
OL0016595,ORD009937,2025-08-22 20:44:00,1,14800,14800,Email,Mobile,P0027,テーラードジャケット,ファッション,アウター,C001731,斎藤,女,32.0,愛知県,2025-08-02,,Organic Search,14.0,157390.0,4.0,Loyal
OL0016596,ORD009938,2026-02-20 15:51:00,1,3500,3500,Organic Search,Mobile,P0003,ロングスリーブT,ファッション,トップス,C001109,伊藤,男,64.0,千葉県,2025-12-08,,Referral,8.0,211193.0,5.0,Loyal
OL0016597,ORD009938,2026-02-20 15:51:00,1,380,380,Organic Search,Mobile,P0220,食器用洗剤,ホーム・日用品,キッチン用品,C001109,伊藤,男,64.0,千葉県,2025-12-08,,Referral,8.0,211193.0,5.0,Loyal
OL0016598,ORD009938,2026-02-20 15:51:00,1,9800,9800,Organic Search,Mobile,P0248,ラグ,ホーム・日用品,リビング,C001109,伊藤,男,64.0,千葉県,2025-12-08,,Referral,8.0,211193.0,5.0,Loyal
OL0016599,ORD009939,2026-03-03 20:27:00,1,1480,1480,Organic Search,Mobile,P0273,スポーツタオル,スポーツ,アクセサリー,,,,,,,,,,,,
OL0016600,ORD009940,2025-02-05 19:37:00,1,580,580,Organic Search,Mobile,P0117,ジャム,食品,朝食,C000591,林,女,55.0,神奈川県,2024-11-17,,Organic Search,26.0,278110.0,2.0,VIP
OL0016601,ORD009940,2025-02-05 19:37:00,1,19800,19800,Organic Search,Mobile,P0029,コート,ファッション,アウター,C000591,林,女,55.0,神奈川県,2024-11-17,,Organic Search,26.0,278110.0,2.0,VIP
OL0016602,ORD009940,2025-02-05 19:37:00,1,1280,1280,Organic Search,Mobile,P0107,ミネラルウォーター12本,食品,飲料,C000591,林,女,55.0,神奈川県,2024-11-17,,Organic Search,26.0,278110.0,2.0,VIP
OL0016603,ORD009940,2025-02-05 19:37:00,3,12800,38400,Organic Search,Mobile,P0025,ドレス,ファッション,ドレス,C000591,林,女,55.0,神奈川県,2024-11-17,,Organic Search,26.0,278110.0,2.0,VIP
OL0016604,ORD009941,2025-06-05 20:57:00,1,2280,2280,Paid Search,Mobile,P0183,フェイスマスク10枚,コスメ・ビューティ,スキンケア,C001002,小川,男,36.0,埼玉県,2024-05-16,,Direct,48.0,488940.0,1.0,VIP
OL0016605,ORD009941,2025-06-05 20:57:00,1,9800,7840,Paid Search,Mobile,P0248,ラグ,ホーム・日用品,リビング,C001002,小川,男,36.0,埼玉県,2024-05-16,,Direct,48.0,488940.0,1.0,VIP
OL0016606,ORD009942,2026-02-01 17:43:00,2,12800,25600,Email,Mobile,P0026,ジャケット,ファッション,アウター,C001950,山本,男,24.0,東京都,2025-07-18,,SNS Ad,6.0,160046.0,2.0,Loyal
OL0016607,ORD009942,2026-02-01 17:43:00,1,2800,2800,Email,Mobile,P0193,マスカラ,コスメ・ビューティ,メイク,C001950,山本,男,24.0,東京都,2025-07-18,,SNS Ad,6.0,160046.0,2.0,Loyal
OL0016608,ORD009943,2025-03-12 20:46:00,1,6800,6800,Direct,Mobile,P0021,ロングスカート,ファッション,ボトムス,C001773,山口,女,28.0,北海道,2024-10-27,,Organic Search,13.0,157965.0,0.0,Loyal
OL0016609,ORD009944,2025-05-18 15:57:00,1,3800,3800,SNS Ad,Mobile,P0184,スペシャルマスク,コスメ・ビューティ,スキンケア,,,,,,,,,,,,
OL0016610,ORD009945,2025-06-30 15:43:00,1,380,380,SNS Ad,Mobile,P0220,食器用洗剤,ホーム・日用品,キッチン用品,C000790,松本,女,38.0,神奈川県,2025-05-30,,Direct,28.0,306105.0,3.0,VIP
OL0016611,ORD009946,2025-01-28 10:17:00,1,8800,8800,Direct,PC,P0037,ショルダーバッグ,ファッション,バッグ,,,,,,,,,,,,
OL0016612,ORD009947,2024-12-25 20:13:00,1,7800,7800,Email,Mobile,P0022,ワンピース,ファッション,ドレス,C000017,林,女,45.0,千葉県,2024-05-05,2026-02-14,Direct,40.0,420690.0,2.0,Inactive
OL0016613,ORD009948,2025-05-20 20:52:00,1,880,704,Organic Search,PC,P0105,紅茶ティーバッグ50個,食品,飲料,C000031,中村,男,26.0,東京都,2024-08-05,,Organic Search,46.0,721267.0,1.0,VIP
OL0016614,ORD009949,2025-11-17 19:17:00,1,2480,2480,Email,Mobile,P0136,日本酒720ml,食品,お酒,C001160,橋本,女,20.0,愛知県,2024-11-30,,Paid Search,2.0,14990.0,0.0,Regular
OL0016615,ORD009949,2025-11-17 19:17:00,1,2200,2200,Email,Mobile,P0144,歴史小説,書籍,文芸,C001160,橋本,女,20.0,愛知県,2024-11-30,,Paid Search,2.0,14990.0,0.0,Regular
OL0016616,ORD009950,2026-03-04 20:31:00,1,480,480,Paid Search,Mobile,P0093,パスタソース,食品,乾物,,,,,,,,,,,,
OL0016617,ORD009951,2024-08-29 19:21:00,1,2800,2800,Referral,Mobile,P0205,ボディクリーム,コスメ・ビューティ,ボディケア,,,,,,,,,,,,
OL0016618,ORD009952,2025-08-30 22:49:00,1,6200,6200,Referral,Mobile,P0013,ワイドパンツ,ファッション,ボトムス,C000068,岡田,男,40.0,神奈川県,2025-05-11,,SNS Ad,17.0,217298.0,4.0,VIP
OL0016619,ORD009953,2025-11-29 22:09:00,1,18800,18800,SNS Ad,PC,P0031,モッズコート,ファッション,アウター,C000651,佐々木,女,42.0,神奈川県,2025-07-11,,SNS Ad,14.0,118232.0,4.0,Loyal
OL0016620,ORD009954,2026-01-31 07:40:00,1,3800,3800,Referral,Mobile,P0042,ベルト,ファッション,小物,C000704,後藤,女,44.0,神奈川県,2025-09-18,,Referral,12.0,81196.0,1.0,Loyal
OL0016621,ORD009955,2024-09-29 10:01:00,1,19800,19800,Email,PC,P0029,コート,ファッション,アウター,C001098,鈴木,女,26.0,東京都,2024-09-10,,Direct,44.0,351781.0,6.0,VIP
OL0016622,ORD009955,2024-09-29 10:01:00,1,19800,16830,Email,PC,P0028,ダウンジャケット,ファッション,アウター,C001098,鈴木,女,26.0,東京都,2024-09-10,,Direct,44.0,351781.0,6.0,VIP
OL0016623,ORD009956,2025-12-16 22:28:00,1,280,280,Organic Search,Mobile,P0225,アルミホイル,ホーム・日用品,キッチン用品,C001726,藤田,男,39.0,千葉県,2025-10-20,,Referral,3.0,22280.0,0.0,Regular
OL0016624,ORD009957,2025-08-23 22:04:00,1,2480,2480,Email,Mobile,P0243,収納ケース,ホーム・日用品,収納,C001277,近藤,女,44.0,埼玉県,2024-06-28,,Email,46.0,422926.0,2.0,VIP
OL0016625,ORD009957,2025-08-23 22:04:00,1,4800,4800,Email,Mobile,P0133,ギフトセット,食品,ギフト,C001277,近藤,女,44.0,埼玉県,2024-06-28,,Email,46.0,422926.0,2.0,VIP
OL0016626,ORD009958,2026-02-04 22:31:00,1,1480,1406,Direct,PC,P0167,児童書,書籍,児童,C000162,加藤,女,25.0,神奈川県,2025-08-19,,SNS Ad,8.0,108876.0,1.0,Loyal
OL0016627,ORD009959,2026-01-27 16:00:00,1,19800,18810,Direct,Mobile,P0029,コート,ファッション,アウター,C000108,後藤,女,37.0,千葉県,2024-10-04,,Direct,39.0,417097.0,5.0,VIP
OL0016628,ORD009959,2026-01-27 16:00:00,1,1280,1280,Direct,Mobile,P0257,ヨガブロック,スポーツ,フィットネス,C000108,後藤,女,37.0,千葉県,2024-10-04,,Direct,39.0,417097.0,5.0,VIP
OL0016629,ORD009960,2024-12-01 22:25:00,1,12800,12800,SNS Ad,Mobile,P0034,ブーツ,ファッション,シューズ,C000825,阿部,男,53.0,東京都,2024-11-22,,Direct,5.0,42622.0,1.0,Frequent
OL0016630,ORD009961,2025-05-08 13:55:00,1,4800,4080,Referral,PC,P0046,アクセサリー,ファッション,小物,C000146,中島,男,65.0,東京都,2025-01-08,,Direct,5.0,62709.0,0.0,Frequent
OL0016631,ORD009961,2025-05-08 13:55:00,1,1800,1800,Referral,PC,P0159,ガーデニング本,書籍,実用,C000146,中島,男,65.0,東京都,2025-01-08,,Direct,5.0,62709.0,0.0,Frequent
OL0016632,ORD009962,2024-10-11 12:04:00,1,3500,3500,Direct,Mobile,P0003,ロングスリーブT,ファッション,トップス,C000736,森,女,30.0,京都府,2024-10-04,,SNS Ad,11.0,40514.0,1.0,Frequent
OL0016633,ORD009963,2026-02-18 19:03:00,1,5800,5800,Email,Mobile,P0182,アイクリーム,コスメ・ビューティ,スキンケア,C000685,山下,女,51.0,大阪府,2025-08-01,,Organic Search,21.0,162301.0,3.0,VIP
OL0016634,ORD009963,2026-02-18 19:03:00,1,3500,3500,Email,Mobile,P0003,ロングスリーブT,ファッション,トップス,C000685,山下,女,51.0,大阪府,2025-08-01,,Organic Search,21.0,162301.0,3.0,VIP
OL0016635,ORD009964,2025-07-24 10:20:00,1,1800,1260,SNS Ad,Tablet,P0214,日焼け止めスプレー,コスメ・ビューティ,UV対策,C001887,小林,女,26.0,福岡県,2025-03-23,,Email,20.0,173948.0,5.0,VIP
OL0016636,ORD009965,2025-10-03 22:01:00,1,7800,7800,Organic Search,Mobile,P0265,トレーニングシューズ,スポーツ,シューズ,,,,,,,,,,,,
OL0016637,ORD009965,2025-10-03 22:01:00,1,2200,2200,Organic Search,Mobile,P0166,学習参考書,書籍,学習,,,,,,,,,,,,
OL0016638,ORD009966,2025-07-23 14:55:00,1,680,680,Organic Search,Mobile,P0098,トマト缶4個,食品,缶詰,C001445,斎藤,女,57.0,埼玉県,2024-05-06,,Direct,53.0,749999.0,2.0,VIP
OL0016639,ORD009967,2025-08-12 21:27:00,1,22800,22800,SNS Ad,Mobile,P0075,マッサージ器,家電,美容家電,C000021,坂本,男,54.0,東京都,2025-03-27,,Referral,24.0,239860.0,6.0,VIP
OL0016640,ORD009967,2025-08-12 21:27:00,1,2800,2660,SNS Ad,Mobile,P0150,経営戦略本,書籍,ビジネス,C000021,坂本,男,54.0,東京都,2025-03-27,,Referral,24.0,239860.0,6.0,VIP
OL0016641,ORD009968,2024-05-19 20:28:00,1,380,380,Organic Search,Mobile,P0101,豆缶,食品,缶詰,,,,,,,,,,,,
OL0016642,ORD009968,2024-05-19 20:28:00,3,14800,44400,Organic Search,Mobile,P0027,テーラードジャケット,ファッション,アウター,,,,,,,,,,,,
OL0016643,ORD009969,2025-02-06 20:00:00,1,1800,1800,Email,PC,P0161,ヨガ入門,書籍,実用,C000909,森,男,42.0,宮城県,2024-06-19,2025-08-11,Direct,8.0,56578.0,0.0,Inactive
OL0016644,ORD009970,2025-11-24 17:14:00,1,480,408,SNS Ad,Mobile,P0110,野菜ジュース1L,食品,飲料,,,,,,,,,,,,
OL0016645,ORD009971,2025-12-31 13:19:00,1,1800,1800,Direct,Mobile,P0195,リップグロス,コスメ・ビューティ,メイク,C001065,中村,女,21.0,千葉県,2024-08-13,,SNS Ad,46.0,452118.0,5.0,VIP
OL0016646,ORD009971,2025-12-31 13:19:00,2,1800,3600,Direct,Mobile,P0209,ボディソープ,コスメ・ビューティ,ボディケア,C001065,中村,女,21.0,千葉県,2024-08-13,,SNS Ad,46.0,452118.0,5.0,VIP
OL0016647,ORD009971,2025-12-31 13:19:00,1,8800,8800,Direct,Mobile,P0023,マキシワンピース,ファッション,ドレス,C001065,中村,女,21.0,千葉県,2024-08-13,,SNS Ad,46.0,452118.0,5.0,VIP
OL0016648,ORD009971,2025-12-31 13:19:00,2,880,1760,Direct,Mobile,P0114,グラノーラ,食品,朝食,C001065,中村,女,21.0,千葉県,2024-08-13,,SNS Ad,46.0,452118.0,5.0,VIP
OL0016649,ORD009972,2025-02-04 20:22:00,1,5800,5800,Organic Search,Mobile,P0182,アイクリーム,コスメ・ビューティ,スキンケア,C000797,後藤,男,43.0,愛知県,2024-08-06,2025-12-25,Email,6.0,59560.0,1.0,Inactive
OL0016650,ORD009972,2025-02-04 20:22:00,1,1280,1280,Organic Search,Mobile,P0165,絵本,書籍,児童,C000797,後藤,男,43.0,愛知県,2024-08-06,2025-12-25,Email,6.0,59560.0,1.0,Inactive
OL0016651,ORD009973,2025-07-31 19:16:00,1,1280,1280,SNS Ad,Mobile,P0107,ミネラルウォーター12本,食品,飲料,C000297,渡辺,男,35.0,神奈川県,2024-10-17,,Direct,40.0,517470.0,5.0,VIP
OL0016652,ORD009973,2025-07-31 19:16:00,1,380,304,SNS Ad,Mobile,P0097,うどん乾麺,食品,乾物,C000297,渡辺,男,35.0,神奈川県,2024-10-17,,Direct,40.0,517470.0,5.0,VIP
OL0016653,ORD009973,2025-07-31 19:16:00,1,9800,9800,SNS Ad,Mobile,P0264,ランニングシューズ,スポーツ,シューズ,C000297,渡辺,男,35.0,神奈川県,2024-10-17,,Direct,40.0,517470.0,5.0,VIP
OL0016654,ORD009974,2026-01-28 16:36:00,1,1800,1800,Organic Search,Mobile,P0186,洗顔フォーム,コスメ・ビューティ,スキンケア,C000468,鈴木,男,38.0,東京都,2024-12-12,,SNS Ad,9.0,178650.0,0.0,Loyal
OL0016655,ORD009975,2025-01-23 21:06:00,1,980,980,Email,Mobile,P0090,ごま油,食品,調味料,C000377,山本,男,32.0,兵庫県,2024-12-26,,Email,5.0,78860.0,1.0,Frequent
OL0016656,ORD009975,2025-01-23 21:06:00,1,3800,3800,Email,Mobile,P0155,データ分析入門,書籍,IT技術,C000377,山本,男,32.0,兵庫県,2024-12-26,,Email,5.0,78860.0,1.0,Frequent
OL0016657,ORD009975,2025-01-23 21:06:00,1,2280,2280,Email,Mobile,P0138,スパイスセット,食品,調味料,C000377,山本,男,32.0,兵庫県,2024-12-26,,Email,5.0,78860.0,1.0,Frequent
OL0016658,ORD009976,2025-01-18 18:53:00,1,5800,5800,Referral,Mobile,P0018,フレアスカート,ファッション,ボトムス,C001259,山本,女,47.0,東京都,2024-10-08,,Referral,37.0,455109.0,2.0,VIP
OL0016659,ORD009977,2025-09-04 21:43:00,1,12800,12800,Email,Mobile,P0008,カシミアニット,ファッション,トップス,C001833,佐藤,男,37.0,千葉県,2024-08-17,,Paid Search,34.0,406038.0,4.0,VIP
OL0016660,ORD009978,2024-09-28 21:52:00,1,6800,6800,SNS Ad,Mobile,P0024,シャツワンピース,ファッション,ドレス,C001918,吉田,男,40.0,福岡県,2024-07-09,,Email,11.0,161412.0,0.0,Loyal
OL0016661,ORD009978,2024-09-28 21:52:00,1,4200,4200,SNS Ad,Mobile,P0010,スウェット,ファッション,トップス,C001918,吉田,男,40.0,福岡県,2024-07-09,,Email,11.0,161412.0,0.0,Loyal
OL0016662,ORD009979,2025-09-19 22:42:00,1,7800,7800,Referral,Mobile,P0032,スニーカー,ファッション,シューズ,C000805,岡田,男,21.0,広島県,2025-04-18,,Organic Search,7.0,56800.0,1.0,Frequent
OL0016663,ORD009980,2025-06-07 22:00:00,1,3200,2720,SNS Ad,Mobile,P0206,ボディスクラブ,コスメ・ビューティ,ボディケア,C000994,斎藤,女,43.0,埼玉県,2025-01-22,,Organic Search,10.0,139000.0,0.0,Loyal
OL0016664,ORD009980,2025-06-07 22:00:00,1,4200,4200,SNS Ad,Mobile,P0043,マフラー,ファッション,小物,C000994,斎藤,女,43.0,埼玉県,2025-01-22,,Organic Search,10.0,139000.0,0.0,Loyal
OL0016665,ORD009981,2025-11-04 12:13:00,1,1800,1800,Paid Search,Mobile,P0161,ヨガ入門,書籍,実用,,,,,,,,,,,,
OL0016666,ORD009982,2024-06-25 12:22:00,1,6800,6800,Organic Search,PC,P0024,シャツワンピース,ファッション,ドレス,C000247,山下,女,28.0,兵庫県,2024-05-04,,Paid Search,11.0,339331.0,0.0,VIP
OL0016667,ORD009982,2024-06-25 12:22:00,1,14800,14800,Organic Search,PC,P0027,テーラードジャケット,ファッション,アウター,C000247,山下,女,28.0,兵庫県,2024-05-04,,Paid Search,11.0,339331.0,0.0,VIP
OL0016668,ORD009982,2024-06-25 12:22:00,1,380,380,Organic Search,PC,P0221,スポンジ5個,ホーム・日用品,キッチン用品,C000247,山下,女,28.0,兵庫県,2024-05-04,,Paid Search,11.0,339331.0,0.0,VIP
OL0016669,ORD009983,2024-12-02 14:24:00,1,18800,18800,Organic Search,Mobile,P0031,モッズコート,ファッション,アウター,,,,,,,,,,,,
OL0016670,ORD009984,2025-06-01 21:32:00,1,4200,4200,Email,Mobile,P0267,スポーツウェア下,スポーツ,ウェア,C001992,岡田,男,20.0,大阪府,2025-05-14,,SNS Ad,17.0,123932.0,3.0,Loyal
OL0016671,ORD009985,2025-04-15 19:08:00,1,3800,3800,Referral,Tablet,P0184,スペシャルマスク,コスメ・ビューティ,スキンケア,C001879,小川,男,23.0,神奈川県,2024-10-09,,Email,8.0,485648.0,0.0,VIP
OL0016672,ORD009985,2025-04-15 19:08:00,1,2200,2090,Referral,Tablet,P0173,哲学書,書籍,文芸,C001879,小川,男,23.0,神奈川県,2024-10-09,,Email,8.0,485648.0,0.0,VIP
OL0016673,ORD009986,2025-12-01 21:07:00,1,380,380,Email,Mobile,P0101,豆缶,食品,缶詰,C001426,松本,女,47.0,千葉県,2025-06-23,,Referral,1.0,20980.0,0.0,Regular
OL0016674,ORD009986,2025-12-01 21:07:00,1,5800,5800,Email,Mobile,P0005,リネンシャツ,ファッション,トップス,C001426,松本,女,47.0,千葉県,2025-06-23,,Referral,1.0,20980.0,0.0,Regular
OL0016675,ORD009986,2025-12-01 21:07:00,1,14800,14800,Email,Mobile,P0275,キャンプテント,スポーツ,アウトドア,C001426,松本,女,47.0,千葉県,2025-06-23,,Referral,1.0,20980.0,0.0,Regular
OL0016676,ORD009987,2024-11-26 16:26:00,1,1280,1280,SNS Ad,PC,P0107,ミネラルウォーター12本,食品,飲料,C000265,井上,男,36.0,埼玉県,2024-06-15,,SNS Ad,42.0,429630.0,1.0,VIP
OL0016677,ORD009987,2024-11-26 16:26:00,2,4800,9600,SNS Ad,PC,P0212,オードトワレ,コスメ・ビューティ,フレグランス,C000265,井上,男,36.0,埼玉県,2024-06-15,,SNS Ad,42.0,429630.0,1.0,VIP
OL0016678,ORD009988,2025-11-10 12:03:00,1,3800,3800,Organic Search,Mobile,P0045,帽子,ファッション,小物,C001652,前田,男,26.0,埼玉県,2025-08-08,,Paid Search,3.0,30710.0,1.0,Regular
OL0016679,ORD009988,2025-11-10 12:03:00,1,5800,5800,Organic Search,Mobile,P0014,チノパン,ファッション,ボトムス,C001652,前田,男,26.0,埼玉県,2025-08-08,,Paid Search,3.0,30710.0,1.0,Regular
OL0016680,ORD009988,2025-11-10 12:03:00,1,5900,5310,Organic Search,Mobile,P0007,ニットセーター,ファッション,トップス,C001652,前田,男,26.0,埼玉県,2025-08-08,,Paid Search,3.0,30710.0,1.0,Regular
OL0016681,ORD009989,2024-04-24 19:20:00,1,1600,1600,Paid Search,Mobile,P0152,時間管理術,書籍,自己啓発,,,,,,,,,,,,
OL0016682,ORD009990,2025-08-27 12:15:00,1,480,480,Paid Search,Mobile,P0254,掃除機シート,ホーム・日用品,清掃,,,,,,,,,,,,
OL0016683,ORD009991,2026-02-19 18:24:00,1,480,480,Direct,PC,P0239,マスク30枚,ホーム・日用品,衛生,C001162,山下,男,29.0,福岡県,2025-08-13,,Organic Search,19.0,188436.0,1.0,VIP
OL0016684,ORD009991,2026-02-19 18:24:00,1,980,980,Direct,PC,P0230,シャンプーポンプ,ホーム・日用品,バスルーム,C001162,山下,男,29.0,福岡県,2025-08-13,,Organic Search,19.0,188436.0,1.0,VIP
OL0016685,ORD009991,2026-02-19 18:24:00,1,5980,5980,Direct,PC,P0169,漫画セット10巻,書籍,漫画,C001162,山下,男,29.0,福岡県,2025-08-13,,Organic Search,19.0,188436.0,1.0,VIP
OL0016686,ORD009992,2024-10-16 20:26:00,1,1200,1140,Direct,PC,P0198,ネイルカラー,コスメ・ビューティ,メイク,C001513,加藤,女,37.0,東京都,2024-04-17,,Organic Search,52.0,537557.0,5.0,VIP
OL0016687,ORD009993,2025-09-19 11:19:00,1,2480,2480,Email,PC,P0213,UV日焼け止め,コスメ・ビューティ,UV対策,C000112,小川,女,51.0,東京都,2024-07-17,,Organic Search,40.0,458148.0,3.0,VIP
OL0016688,ORD009993,2025-09-19 11:19:00,1,2800,2660,Email,PC,P0176,化粧水,コスメ・ビューティ,スキンケア,C000112,小川,女,51.0,東京都,2024-07-17,,Organic Search,40.0,458148.0,3.0,VIP
OL0016689,ORD009994,2025-04-24 17:47:00,1,1680,1680,Organic Search,Mobile,P0162,育児書,書籍,実用,,,,,,,,,,,,
OL0016690,ORD009995,2025-11-10 13:52:00,1,2800,2800,Direct,Mobile,P0197,ハイライト,コスメ・ビューティ,メイク,C001072,木村,女,38.0,京都府,2024-10-22,,Organic Search,30.0,221631.0,5.0,VIP
OL0016691,ORD009996,2024-12-24 20:18:00,1,480,480,Direct,Mobile,P0227,ティッシュ5箱,ホーム・日用品,紙製品,,,,,,,,,,,,
OL0016692,ORD009997,2025-03-23 17:25:00,1,6800,6800,Direct,Tablet,P0012,デニムパンツ,ファッション,ボトムス,C001010,森,女,36.0,神奈川県,2024-11-21,,Direct,14.0,281260.0,3.0,VIP
OL0016693,ORD009998,2025-07-23 18:49:00,1,5900,5900,Organic Search,Mobile,P0007,ニットセーター,ファッション,トップス,C000918,後藤,女,39.0,京都府,2025-05-13,,Organic Search,22.0,187840.0,7.0,VIP
OL0016694,ORD009998,2025-07-23 18:49:00,1,12800,12800,Organic Search,Mobile,P0262,トレーニングベンチ,スポーツ,フィットネス,C000918,後藤,女,39.0,京都府,2025-05-13,,Organic Search,22.0,187840.0,7.0,VIP
OL0016695,ORD009998,2025-07-23 18:49:00,1,2200,1980,Organic Search,Mobile,P0166,学習参考書,書籍,学習,C000918,後藤,女,39.0,京都府,2025-05-13,,Organic Search,22.0,187840.0,7.0,VIP
OL0016696,ORD009999,2025-01-04 21:29:00,1,3800,3800,SNS Ad,Mobile,P0042,ベルト,ファッション,小物,C000121,石井,女,34.0,東京都,2024-05-30,,Referral,49.0,602573.0,0.0,VIP
OL0016697,ORD010000,2025-04-23 22:03:00,1,9800,9800,Organic Search,PC,P0074,電動歯ブラシ,家電,美容家電,C000792,山田,男,35.0,神奈川県,2025-04-08,,SNS Ad,24.0,213106.0,3.0,VIP
OL0016698,ORD010000,2025-04-23 22:03:00,1,580,580,Organic Search,PC,P0218,漂白剤,ホーム・日用品,洗濯,C000792,山田,男,35.0,神奈川県,2025-04-08,,SNS Ad,24.0,213106.0,3.0,VIP
OL0016699,ORD010001,2025-01-12 22:05:00,1,3800,3800,Email,Tablet,P0184,スペシャルマスク,コスメ・ビューティ,スキンケア,,,,,,,,,,,,
OL0016700,ORD010002,2025-10-27 22:09:00,1,12800,12800,SNS Ad,PC,P0025,ドレス,ファッション,ドレス,,,,,,,,,,,,
OL0016701,ORD010003,2026-02-22 12:29:00,1,8800,8800,Paid Search,PC,P0037,ショルダーバッグ,ファッション,バッグ,,,,,,,,,,,,
OL0016702,ORD010003,2026-02-22 12:29:00,1,480,480,Paid Search,PC,P0099,ツナ缶3個,食品,缶詰,,,,,,,,,,,,
OL0016703,ORD010004,2025-06-08 14:18:00,1,480,480,Organic Search,Mobile,P0123,ひじき,食品,海藻,C001738,斎藤,男,41.0,千葉県,2024-06-10,2025-09-01,SNS Ad,8.0,68461.0,1.0,Inactive
OL0016704,ORD010004,2025-06-08 14:18:00,1,2800,2380,Organic Search,Mobile,P0197,ハイライト,コスメ・ビューティ,メイク,C001738,斎藤,男,41.0,千葉県,2024-06-10,2025-09-01,SNS Ad,8.0,68461.0,1.0,Inactive
OL0016705,ORD010005,2025-06-23 16:58:00,1,480,480,Paid Search,Mobile,P0123,ひじき,食品,海藻,C001180,井上,男,32.0,千葉県,2024-06-10,,Organic Search,55.0,887827.0,7.0,VIP
OL0016706,ORD010006,2026-01-30 22:59:00,3,8800,26400,Referral,Mobile,P0023,マキシワンピース,ファッション,ドレス,,,,,,,,,,,,
OL0016707,ORD010007,2025-04-24 22:53:00,1,680,680,Paid Search,Mobile,P0088,みりん,食品,調味料,C001070,近藤,男,20.0,愛知県,2025-04-05,,Organic Search,22.0,110786.0,4.0,Loyal
OL0016708,ORD010008,2025-12-10 08:54:00,1,9800,8330,SNS Ad,Mobile,P0079,キーボード,家電,PC・スマホ,C001909,遠藤,男,20.0,兵庫県,2024-07-20,,Referral,42.0,692869.0,1.0,VIP
OL0016709,ORD010009,2025-02-28 11:22:00,1,3800,3800,Direct,Mobile,P0251,観葉植物,ホーム・日用品,リビング,C001751,加藤,女,22.0,埼玉県,2024-04-02,,Direct,44.0,303559.0,4.0,VIP
OL0016710,ORD010010,2026-03-16 23:08:00,1,5500,5500,SNS Ad,Mobile,P0011,カーディガン,ファッション,トップス,,,,,,,,,,,,
OL0016711,ORD010011,2025-12-15 21:54:00,1,22800,22800,Referral,Mobile,P0030,トレンチコート,ファッション,アウター,C001747,藤田,女,20.0,広島県,2024-06-09,,Referral,40.0,780983.0,3.0,VIP
